ID,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,TARGET
90,0.080564168,60,0,0.487288997,4916,15,0,2,0,0,0
91,0.039387786,51,0,15466,0,7,0,0,0,0,0
92,0.023767433,83,0,0.123797734,10500,13,0,0,0,0,0
93,0.784835658,52,0,2662,NA,10,0,2,1,0,0
94,0.888822236,34,0,0.368403802,3050,4,0,0,0,1,0
95,0.791173628,44,0,0.51241535,3100,5,0,1,0,0,0
96,0.24535301,37,0,0.288417167,6500,11,1,1,1,0,0
97,0.542242704,48,2,10,NA,2,0,0,0,NA,0
98,0.010531379,57,0,0.280664917,5714,6,0,1,0,0,0
99,0.363199686,32,0,0.480523957,2900,4,0,1,0,0,0
100,0.032617977,75,0,0.006799093,7500,4,0,0,0,0,0
101,0.013024674,61,0,15,NA,4,0,0,0,0,0
102,0.019387779,34,0,0.32591852,4000,9,0,1,0,0,0
103,0.634485057,52,0,0.138238573,2690,2,0,0,0,0,0
104,0.888008615,44,0,0.299246282,4908,8,0,0,0,1,0
105,0.003108849,57,0,0.258939285,8333,7,0,1,0,0,0
106,0.114830941,46,0,0.026235802,6250,6,0,0,0,3,0
107,0.018886792,80,0,0.003478779,10060,5,0,0,0,0,0
108,0.635415157,32,0,0.519493502,3000,4,0,1,0,1,0
109,0.9999999,62,0,0.664221287,8314,8,0,3,0,0,0
110,0.041257909,61,0,4739,NA,11,0,4,0,NA,0
111,0.096737158,47,0,0.009748781,8000,2,0,0,0,2,0
112,0.31844615,58,0,1.382629108,3833,26,0,4,0,0,0
113,0.186987534,52,0,0.023993145,3500,4,0,0,0,0,0
114,0.006541851,68,0,0.108089191,10000,10,0,2,0,1,0
115,0.180972181,39,1,0.384441575,3097,7,0,1,0,3,0
116,0.00750765,74,0,7,NA,4,0,0,0,0,0
117,0.06790706,46,0,0.149103029,10200,6,0,2,0,0,0
118,0.033461782,44,0,1.243362832,4067,5,0,2,0,1,0
119,0.007520592,68,0,269,NA,4,0,0,0,0,0
120,0.015271802,68,0,0.12290366,8168,6,0,0,0,0,0
121,0.51712072,31,0,0.123752495,500,3,0,0,0,0,0
122,0.317975796,34,0,0.297933792,4500,11,0,2,0,0,0
123,0.297594642,67,0,0.239507959,4145,13,0,0,0,0,0
124,0.444837661,58,0,0.366545247,14000,9,0,2,1,4,0
125,0.277956679,39,0,4090,NA,9,0,2,0,0,0
126,0.003722015,58,0,0.63332301,3228,5,0,1,0,0,0
127,0,61,0,0.2226598,3300,14,0,1,0,0,0
128,0,59,0,0.218854341,19167,13,0,2,0,0,0
129,0.151912549,36,0,0.266394467,12000,22,0,2,0,0,0
130,0,59,0,0.351699622,4500,12,0,1,0,0,0
131,0.175727593,43,1,994,NA,4,0,1,0,0,0
132,0.011498563,77,0,0.001998002,1000,1,0,0,0,0,0
133,0,48,0,0.517468688,4550,7,0,2,0,0,0
134,0.163037489,81,0,0.086482558,2751,7,0,0,0,1,0
135,0.047311582,51,0,0.100920343,3150,5,0,0,0,0,0
136,0.083880003,53,0,0.199647533,7943,8,0,1,0,0,0
137,0.089478348,56,0,1.065901518,2700,11,0,1,0,2,0
138,0.773519223,63,0,1.129227053,4139,12,0,1,0,1,0
139,0.093962275,55,0,0.112051635,9450,6,0,2,0,0,0
140,0.21955042,54,0,0.315983758,5417,20,0,2,0,1,0
141,0.147996253,55,0,0.323088235,6799,5,0,1,0,0,0
142,0.576518559,72,0,3031,NA,11,0,1,0,0,0
143,0.243872021,53,0,0.534027778,8639,22,0,2,0,3,0
144,0.362483818,27,0,567,NA,4,0,0,0,0,0
145,0.116676791,31,0,0.343593791,3800,7,0,1,0,0,0
146,0.9999999,38,0,0.43369976,5821,7,0,1,0,4,0
147,0.496911825,40,0,0.452363811,12500,11,0,2,0,2,0
148,0.130902106,48,1,0.427882174,3937,17,0,1,0,0,0
149,0.54699881,50,0,0.748071979,3500,9,0,2,0,3,0
150,0.072277109,34,0,0.025911708,2083,2,0,0,0,0,0
151,0,48,2,0.370876375,3000,14,0,1,0,5,0
152,0.175932019,57,1,0.655812625,3500,9,0,1,0,1,0
153,0.050789842,30,0,0.315171207,4000,4,0,1,0,1,0
154,0,28,0,0.144616356,3166,7,0,0,0,0,0
155,0.21286031,36,0,0.563752087,9583,10,0,2,0,1,0
156,0.012682366,60,0,0.412979783,6825,20,0,2,0,0,0
157,0.121557062,58,0,0.342971419,12000,23,0,2,0,4,0
158,0.040795358,49,0,0.801999355,3100,11,0,1,0,0,0
159,0.147712223,40,0,0.034847816,6800,6,0,0,0,3,0
160,0,63,0,2,NA,4,0,0,0,NA,0
161,0,50,1,0.726566993,3477,5,0,1,0,1,0
162,0.070771911,38,0,2088,NA,6,0,1,0,0,0
163,1.046279103,47,1,1.104301274,5416,6,0,2,0,1,1
164,0.323719804,63,0,0.610841267,5146,9,0,2,0,2,0
165,0.36459777,42,0,0.593899089,6916,7,0,3,0,0,0
166,0.637736406,54,2,3.382196162,1875,9,0,2,0,0,0
167,0.081379827,63,0,1268,NA,8,0,1,0,0,0
168,0.020966389,29,0,639.5,1,3,0,1,0,2,0
169,0.170103002,36,0,0.138461538,7734,8,0,0,0,0,0
170,0.771845631,33,0,0.852429514,5000,7,0,3,0,0,0
171,0.05538241,72,0,0.089091313,4500,4,0,0,0,0,0
172,0.9999999,29,0,974,NA,2,0,0,0,0,0
173,0.16653274,53,0,0.543625949,7506,11,0,3,0,3,0
174,0.008632035,79,0,0.365151154,4200,9,0,1,0,0,0
175,0.13527952,58,0,0.342005076,9455,11,0,2,0,2,0
176,0.167571389,69,0,0.330733853,5000,10,0,1,0,1,0
177,0.9999999,69,0,0.005319149,2255,0,1,0,0,3,0
178,0.068335151,75,0,0.010927876,10065,9,0,0,0,0,0
179,0,41,0,0.907538526,2400,6,0,1,0,0,0
180,0.946963874,35,0,1593,NA,6,0,1,0,1,1
181,0.405183973,46,0,0.667835346,7700,22,0,2,0,1,0
182,0.055549313,65,0,2177,NA,6,0,1,0,1,0
183,0.676195456,55,0,0.436665827,3970,10,1,1,0,0,0
184,0.184986787,55,4,3144,NA,11,0,1,0,0,0
185,0.085338293,51,0,0.477503628,6200,11,0,1,0,0,1
186,0,25,0,0.152896812,2916,3,0,0,1,0,1
187,0.786485406,44,0,0.291709578,3883,7,2,0,2,1,1
188,0.0112096,86,0,13,NA,3,0,0,0,0,0
189,0.03833451,56,0,0.438912218,5000,7,0,2,0,0,0
190,0.714980139,55,0,0.47090194,15000,12,0,2,0,3,0
191,0.043032042,64,0,0.332016389,6833,14,0,2,0,0,0
192,1.095083357,53,5,0.536703799,3500,7,1,1,2,0,0
193,0,49,0,2932,NA,11,0,1,0,0,0
194,0.9999999,55,0,0.156259612,3250,5,0,0,0,4,0
195,0.101430135,80,1,0.016196761,5000,9,0,0,0,0,0
196,0.025892469,38,0,74.5,1,13,0,0,0,2,1
197,0.762158561,44,4,0.224465502,21000,5,0,1,0,3,0
198,0.231692268,40,0,0.119660709,3300,7,0,0,0,0,0
199,0.114869499,35,0,103,NA,6,0,0,0,0,0
200,0.035489848,69,0,0.308438695,3400,9,0,1,0,0,0
201,0.045423864,64,0,0.181311286,5200,4,0,1,0,0,0
202,0.311954668,61,0,0.269281443,9866,12,0,2,0,2,0
203,0.078738916,46,0,0.166215372,4800,6,0,1,0,4,0
204,0.137609462,49,0,0.429533892,7272,11,0,2,0,0,0
205,0.030173038,64,0,0.17386957,9000,8,0,1,0,0,0
206,0.021978375,40,0,0.443755624,10000,12,0,5,0,2,0
207,0.443696851,27,0,0.024340075,5833,4,0,0,0,0,0
208,0.007506793,60,0,1253,NA,8,0,1,0,1,0
209,0.046640328,92,1,0.034326669,2650,13,0,0,0,0,0
210,0.292365949,50,0,0.420180551,8750,8,0,2,0,0,0
211,0.20808276,64,0,2826,NA,14,0,2,0,0,0
212,0.9999999,66,1,0.358101135,1937,4,1,0,0,0,0
213,0.013500824,53,0,0.183464028,19000,8,0,1,0,2,0
214,0.9999999,62,0,0.04965839,6000,1,0,0,0,0,0
215,0.655316473,63,0,5223,NA,19,0,2,0,0,1
216,0.9999999,50,2,1208,NA,4,0,1,0,0,0
217,0.028113957,61,0,0.031349387,2200,12,0,0,0,0,0
218,0.222696207,42,0,800,1,3,0,1,0,2,0
219,0.593985244,63,0,0.332698534,5250,4,0,2,0,0,0
220,0.017508178,73,1,0.135589153,4166,12,0,1,0,0,0
221,0.611865678,72,0,0.04578345,7600,3,0,1,0,0,0
222,0.333060631,52,3,0.700153374,5215,15,0,2,1,0,0
223,0.009025178,45,0,0.376836435,8167,4,0,1,0,2,0
224,0.260271523,44,0,0.296854804,6962,11,0,1,0,0,0
225,0.455950788,63,1,0.701766078,6001,19,0,2,0,0,0
226,0.080288098,37,0,0.322446259,6000,7,0,1,0,0,0
227,1.953488372,38,0,0.153500141,3556,5,0,0,0,2,1
228,0.181557324,36,0,0.56071964,2000,7,0,1,0,1,0
229,0.147123525,41,0,0.436025621,6400,5,0,1,0,2,0
230,0.025601772,63,1,0.262773723,10000,8,0,1,0,0,0
231,0,76,0,0.002465931,7704,3,0,0,0,0,0
232,0.196372799,43,0,0.537485582,2600,10,0,1,0,0,0
233,0.083945242,64,0,0.588073078,2900,6,0,1,0,0,0
234,0.034833091,67,0,0.460246187,12916,9,0,2,0,0,0
235,0.787522133,52,0,0.353860086,4416,12,0,0,0,1,0
236,0,66,0,3730,NA,8,0,1,0,0,0
237,0.125429152,55,0,0.476704659,5000,3,0,2,0,0,0
238,0.06037487,42,0,0.578676723,5833,17,0,2,0,2,0
239,0.9999999,28,0,0,NA,0,0,0,0,NA,0
240,0.295928252,47,0,0.283765445,14000,6,0,2,0,1,0
241,0.973339258,61,1,0.209961825,5500,11,0,0,1,1,1
242,0.002856735,73,0,0.000285687,10500,10,0,0,0,0,0
243,0.877564897,58,0,2825,NA,10,0,2,0,0,0
244,0.9999999,68,0,0.040493251,6000,0,0,0,0,0,0
245,0.053431552,41,0,0.20364404,9000,3,0,1,0,0,0
246,0.732660667,44,2,0.14041952,9200,15,0,1,0,0,0
247,0.084220458,42,0,0.458551158,6694,26,0,2,0,4,0
248,0.114561798,40,0,0.359964004,10000,20,0,2,0,2,0
249,0.012151003,78,0,0.008886914,4500,12,0,0,0,0,0
250,0.081310737,81,0,0.165566887,3333,4,0,0,0,0,0
251,0.09811305,49,0,0.257017809,6625,9,0,2,0,0,0
252,1.048210842,58,7,0.151956584,3500,12,0,0,0,0,1
253,0.011883886,54,0,0.092913547,9750,8,0,1,0,2,0
254,0.75264947,33,1,0.058322869,7166,6,0,0,0,0,0
255,0.112321289,53,0,0.266909775,8500,9,0,1,0,5,0
256,0,23,0,0,1725,1,0,0,0,0,0
257,0.634327056,49,1,0.123125125,15000,7,0,0,0,1,0
258,0.15576324,44,0,0.278077082,4825,4,0,1,0,2,0
259,0,63,0,0.007988922,9387,9,0,0,0,0,0
260,0.090614887,42,0,86,NA,5,0,0,0,0,0
261,0.034645112,65,0,0.125189985,12500,4,0,1,0,1,0
262,0.027446383,54,0,1612,NA,6,0,1,0,0,0
263,0.412398622,28,0,0.037259615,4991,5,0,0,0,0,0
264,0.024670782,78,0,392,NA,6,0,1,0,NA,0
265,0.046710961,66,0,1.117952819,2500,12,0,1,0,0,0
266,0.976531824,32,0,0.264078812,6800,6,0,0,0,2,0
267,0.007982621,43,1,0.009691169,208333,11,0,1,0,1,0
268,0.267541336,59,0,0.637607437,5700,13,0,2,0,1,0
269,0.019779326,76,0,0.267149259,2900,9,0,0,0,0,0
270,0.010402205,68,0,0.094140517,3600,6,0,1,0,0,0
271,0.9999999,61,0,0.529548989,1285,3,0,1,0,0,0
272,0.029816467,68,0,0.175139978,4464,12,0,1,0,1,0
273,0.181713732,57,0,0.130453416,11666,17,0,1,0,1,0
274,0.051368557,68,0,0.445277361,4668,10,0,1,0,2,0
275,0.29264536,57,0,0.205927884,26484,11,0,2,0,3,0
276,0.220823719,46,1,0.637749121,1705,5,0,0,0,0,1
277,0.008099838,69,0,0.389895596,8332,3,0,1,0,0,0
278,0,44,0,0.326383681,6666,4,0,2,0,1,0
279,0.006099797,28,0,0.139429485,3750,8,0,0,0,0,0
280,0.909538698,53,1,0.595653913,7500,16,0,1,0,1,0
281,0.941072508,40,0,0.178184282,8855,9,0,1,0,0,0
282,0.991667222,36,1,0.554878049,5411,10,0,2,0,1,0
283,0.691488418,42,0,0.272721679,16250,11,0,1,0,1,0
284,0.112855258,64,0,0.307576329,2652,6,0,1,0,0,0
285,0.260971034,57,0,5439,NA,16,0,3,0,NA,0
286,0.048244493,62,0,0.262879153,16615,11,0,1,0,1,0
287,0.9999999,47,0,0.092163472,9493,2,2,0,1,0,0
288,0.9999999,62,0,0,5480,3,0,0,0,0,0
289,0.074256375,49,0,0.347930414,5000,11,0,2,0,3,0
290,0.144878408,66,0,0.28446242,8900,9,0,1,0,0,0
291,0.191001932,54,0,0.705627706,5081,10,0,2,0,2,0
292,0.219382879,56,1,942,NA,9,0,1,0,1,0
293,0.679813777,83,0,0.689589756,4216,6,0,2,0,0,0
294,2340,45,0,0.339332853,8333,7,0,2,0,2,0
295,0.371875401,29,0,0.53628857,2300,9,0,1,0,3,0
296,0.025856408,67,0,0.083799311,13054,13,0,1,0,0,0
297,0.547887778,29,1,0.24651504,2725,5,0,0,1,0,0
298,0.271668778,46,1,0.282830201,15800,14,0,2,0,4,0
299,0.085152475,25,0,1005,0,5,0,0,0,0,0
300,0.897203427,68,0,0.787803049,4000,8,0,2,0,0,0
301,0.25889775,33,0,0.537441339,4900,3,0,1,0,1,0
302,0,55,1,0.03988553,5590,8,0,0,0,0,0
303,0.035940506,46,0,0.271186441,6666,10,0,1,0,3,0
304,0.9999999,66,0,0.046633911,11600,2,0,0,0,1,0
305,0.465238835,66,0,0.391427671,3172,8,1,1,0,0,0
306,0.865423051,48,0,0.075848303,500,1,0,0,0,0,0
307,0.696411671,52,0,0.408871921,11000,11,0,1,0,4,0
308,0.544497658,32,1,0.166766647,6667,5,1,0,0,0,0
309,0.081238383,51,0,0.066830086,7750,14,0,0,0,2,0
310,0.948762809,27,0,0.144948404,4166,5,0,0,0,0,0
311,0,32,2,0.463610776,7460,10,0,1,1,0,0
312,0.016598893,30,0,0.136575616,1500,5,0,0,0,0,0
313,0.063329564,37,0,0.329935275,6179,6,0,1,0,3,0
314,0.093638481,49,0,0.042836573,8333,10,0,0,0,1,0
315,0,37,0,0.184027338,7900,5,0,1,0,5,0
316,0.730271957,36,1,0.632794037,5500,10,0,2,0,0,0
317,0.426371142,62,1,0.406053995,3666,15,0,1,0,0,0
318,0.948978489,57,0,0.043744532,8000,3,0,0,0,1,0
319,0,59,0,0,4200,7,0,0,0,1,0
320,1.00264667,38,2,0.472542946,3550,8,1,0,1,4,0
321,0.0164781,92,0,10,NA,3,0,0,0,0,0
322,0.042606843,58,0,3976,NA,13,0,3,0,0,0
323,0.022890604,37,0,0.288477299,6100,16,0,1,0,0,0
324,0.283821988,63,0,0.750200803,1244,9,0,0,0,0,0
325,0.319779462,32,0,1.247340213,12500,12,0,8,0,0,0
326,0.155240525,52,0,0.483518065,6946,15,0,2,0,1,0
327,0.013115183,43,0,4211,0,21,0,2,0,2,0
328,0.067259209,29,1,0.168340507,2090,3,0,0,0,0,0
329,0.284236153,45,1,0.318890815,7500,9,0,1,0,2,0
330,0.727560021,38,0,0.712458746,2423,6,0,1,0,1,0
331,0.687779097,62,0,0.249471161,7090,15,0,0,0,0,0
332,0.9999999,29,0,0,NA,0,0,0,0,0,0
333,0.033708851,41,0,0.408706353,6500,9,0,1,0,2,0
334,0,29,0,0.193935355,3000,7,0,0,0,0,0
335,0.03719769,47,0,0.03975841,25000,11,0,1,0,3,1
336,0,55,1,0.388320836,4400,4,0,2,0,1,0
337,0.053589282,87,0,0.001534331,5213,4,0,0,0,0,0
338,0.100773109,41,0,0.199761673,9230,7,0,1,0,0,0
339,0,61,0,1.394967177,913,11,0,2,0,0,0
340,0.399946674,28,0,0.189702574,4000,6,0,0,0,1,0
341,0.052653171,43,0,0.572292191,1984,9,0,0,0,4,0
342,0.072318616,71,0,0.426412462,4300,8,0,2,0,1,0
343,0.203959597,46,0,0.072914726,16100,6,0,1,0,2,0
344,0.9999999,30,0,0.090341011,5600,1,0,0,0,0,0
345,0.880370887,43,0,0.461323764,7523,6,0,1,0,1,1
346,0.429246267,59,0,0.381254316,15928,17,0,1,0,1,0
347,0,47,0,773,NA,2,0,1,0,1,0
348,0.049529205,61,0,542,NA,15,0,0,0,0,0
349,0.360907571,72,0,0.356679286,3697,6,0,1,0,0,0
350,0.335737457,50,0,0.45722203,5773,9,0,1,0,1,0
351,0.635720859,68,1,0.218071277,25000,27,0,3,0,0,1
352,0,58,0,8380,NA,20,0,5,0,0,0
353,0.507972665,69,2,0.193935355,3000,10,2,0,2,0,0
354,0.245841666,71,0,151,NA,5,0,0,0,0,0
355,0.953343701,48,2,2073,NA,5,1,2,2,0,1
356,0.9999999,37,0,0.184625639,4500,2,0,0,0,1,0
357,0.118853837,50,0,2720,NA,7,0,1,0,2,0
358,0.630073985,38,0,0.563328034,1886,3,0,1,0,0,0
359,0.9999999,35,0,3388,NA,1,0,1,0,0,0
360,0.028423247,59,0,0.033982276,14330,12,0,1,0,0,0
361,0.143427862,67,0,0.119463561,5666,9,0,0,0,0,0
362,0.186682782,30,0,0.698120752,2500,7,0,2,0,2,0
363,0.496388581,56,0,0.170164956,19580,12,0,1,0,1,0
364,0.457526639,51,0,0.333583302,8000,16,0,2,0,2,0
365,0.728218119,40,1,3878,NA,10,0,2,0,0,0
366,0.947264856,28,0,0.467171717,1187,4,0,0,0,0,0
367,0.013916922,54,0,0.017655818,4700,7,0,0,0,2,0
368,0.066347297,46,1,4480,NA,6,0,2,0,0,0
369,0.502958087,57,0,6381,NA,5,0,2,0,0,0
370,1.047495906,35,2,0.314566116,3871,8,0,2,1,3,0
371,0.012586354,79,0,0.009596162,2500,11,0,0,0,0,0
372,0.543445655,46,0,0.267146571,5000,6,0,2,0,3,0
373,0.026580302,79,0,1063,NA,7,0,1,0,0,0
374,0.082317351,64,0,0.214426305,8636,29,0,1,0,1,0
375,0.292541492,74,0,0.164917541,2000,3,0,0,0,0,0
376,0.024240472,64,0,0.101514142,10500,20,0,1,0,0,0
377,0.047650102,63,0,0.387956894,9000,6,0,2,0,0,0
378,0.739146488,63,1,0.285156885,6150,12,0,0,0,1,1
379,0.186890655,54,0,0.655589124,3640,7,0,1,0,1,0
380,0.007501937,63,0,0.278226307,8050,13,0,2,0,3,0
381,0.522314625,45,0,0.290229092,14491,13,0,1,0,3,0
382,0.9999999,22,0,130,NA,0,0,0,0,NA,0
383,0.571604587,66,0,870,NA,12,0,0,0,NA,0
384,0.903231566,57,0,0.13080895,5228,10,0,0,0,0,0
385,0.017043518,43,0,0.10821382,2300,6,0,0,0,1,0
386,0.060733396,61,0,0.008549573,20000,8,0,0,0,0,0
387,0.000582648,54,0,2028,NA,13,0,1,0,1,0
388,0.003894686,90,0,876,NA,11,0,1,0,0,0
389,0.250008365,60,0,2.086478612,7550,26,0,0,0,0,0
390,0.466334165,34,2,0.007495315,3201,3,0,0,0,0,0
391,0.114588541,38,0,34,NA,2,0,0,0,0,0
392,0.9999999,60,0,0,4200,0,0,0,0,0,0
393,0.267905614,76,0,0.285452994,8200,12,0,0,0,0,0
394,0.029694361,76,0,0.070513488,9600,7,0,0,0,2,0
395,0.305246317,39,0,0.188281635,10154,6,0,1,0,2,0
396,0.000685675,83,0,0,NA,4,0,0,0,0,0
397,0.702493864,63,0,0.582162622,4697,8,0,2,0,1,0
398,0.742436041,52,0,0.414081023,9700,10,0,2,0,0,0
399,0.802417179,58,1,668,NA,5,1,0,0,0,1
400,0.9999999,42,1,0.113421853,6250,3,3,0,1,2,0
401,0.134191514,63,0,926.5,1,9,0,1,0,0,0
402,0.002556199,58,0,0.115826132,7752,17,0,0,0,2,0
403,0.088845558,62,0,0.073772011,5394,5,0,0,0,0,0
404,0.203947961,46,1,1.206516118,5800,12,1,4,0,2,0
405,0.006666097,27,0,0.000268637,7444,5,0,0,0,0,0
406,0.014049649,27,0,0.352214765,3724,4,0,1,0,1,0
407,0.9999999,35,1,0.092985318,3064,1,0,0,0,3,0
408,0.368866624,55,0,0.437996083,9700,18,0,2,0,0,0
409,0.054553316,73,0,0.043259135,16666,13,0,0,0,0,0
410,0.179487766,51,0,0.492529978,10173,19,0,4,0,0,0
411,0.026885902,36,0,0.344879921,11200,6,0,2,0,2,0
412,0.265705207,56,0,0.259102536,31666,8,0,3,0,1,0
413,0,59,0,2113,NA,13,0,2,0,NA,0
414,0.011847989,49,0,1599,NA,12,0,1,0,0,0
415,0.07083751,64,0,0.255290785,6000,6,0,0,0,1,0
416,0.030996074,56,0,0.131430952,4800,11,0,1,0,0,0
417,0.144914011,37,0,0.045366363,6700,5,0,0,0,0,0
418,0.353017659,48,0,1.299736021,4166,17,0,1,0,1,0
419,0.020074662,36,0,0.334245422,4750,5,0,1,0,0,0
420,0.032769199,70,0,724,NA,11,0,1,0,0,0
421,0.733885463,49,2,0.369223765,8785,20,0,2,0,2,1
422,0.063514422,57,0,2221.5,1,12,0,2,0,0,0
423,0.03157211,39,0,0.644706486,3900,14,0,1,0,1,0
424,0.991502124,61,10,1.2979007,3000,11,2,3,5,1,1
425,0.397702982,38,0,0.41627543,5750,6,0,1,0,2,0
426,0.971352432,24,0,0.035803497,1200,3,0,0,0,0,0
427,0.9999999,33,0,1786,NA,3,0,1,0,0,0
428,0,73,0,0.386728192,4550,18,0,0,0,0,0
429,0.9999999,79,0,0.130140954,5178,6,0,1,0,0,0
430,0.003851709,81,0,0.000822143,3648,1,0,0,0,1,0
431,0.010887967,55,0,0.725137431,2000,7,0,2,0,0,0
432,0.686083014,57,0,0.16069592,11667,6,1,1,0,2,0
433,0.212464485,58,0,0.518991188,3290,10,0,1,0,1,0
434,0.006956358,52,0,0.003278689,2439,4,0,0,0,0,0
